analysis_unit_id,source_article_doi,source_pmcid,source_license,source_asset_id,source_worksheet,source_row,source_cell_range,source_condition_id,protein_source_identifier,quantification_column,author_reported_quantification
PMC7788026:RIPA-PC:113,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,113,RIPA-PC!A113:Q113,PMC7788026:RIPA_PC,P23396,Top3_normalized_RIPA,0.19701005930174367
PMC7788026:RIPA-PC:114,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,114,RIPA-PC!A114:Q114,PMC7788026:RIPA_PC,P60983,Top3_normalized_RIPA,0.19638568106922036
PMC7788026:RIPA-PC:115,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,115,RIPA-PC!A115:Q115,PMC7788026:RIPA_PC,P61978,Top3_normalized_RIPA,0.19616844855783433
PMC7788026:RIPA-PC:116,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,116,RIPA-PC!A116:Q116,PMC7788026:RIPA_PC,P62753,Top3_normalized_RIPA,0.1955312919422883
PMC7788026:RIPA-PC:117,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,117,RIPA-PC!A117:Q117,PMC7788026:RIPA_PC,P84090,Top3_normalized_RIPA,0.19501222521122799
PMC7788026:RIPA-PC:118,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,118,RIPA-PC!A118:Q118,PMC7788026:RIPA_PC,P31943,Top3_normalized_RIPA,0.19342585505404347
PMC7788026:RIPA-PC:119,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,119,RIPA-PC!A119:Q119,PMC7788026:RIPA_PC,P50990,Top3_normalized_RIPA,0.19295446491067478
PMC7788026:RIPA-PC:120,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,120,RIPA-PC!A120:Q120,PMC7788026:RIPA_PC,P30086,Top3_normalized_RIPA,0.1922556195495019
PMC7788026:RIPA-PC:121,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,121,RIPA-PC!A121:Q121,PMC7788026:RIPA_PC,P15311,Top3_normalized_RIPA,0.18976780056515
PMC7788026:RIPA-PC:122,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,122,RIPA-PC!A122:Q122,PMC7788026:RIPA_PC,P27348,Top3_normalized_RIPA,0.18940383696595151
PMC7788026:RIPA-PC:123,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,123,RIPA-PC!A123:Q123,PMC7788026:RIPA_PC,P62244,Top3_normalized_RIPA,0.1885666325610155
PMC7788026:RIPA-PC:124,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,124,RIPA-PC!A124:Q124,PMC7788026:RIPA_PC,P27635,Top3_normalized_RIPA,0.18641986421320067
PMC7788026:RIPA-PC:125,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,125,RIPA-PC!A125:Q125,PMC7788026:RIPA_PC,P63244,Top3_normalized_RIPA,0.18584351507548685
PMC7788026:RIPA-PC:126,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,126,RIPA-PC!A126:Q126,PMC7788026:RIPA_PC,P12429,Top3_normalized_RIPA,0.18370203433444005
PMC7788026:RIPA-PC:127,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,127,RIPA-PC!A127:Q127,PMC7788026:RIPA_PC,P52597,Top3_normalized_RIPA,0.18348480182305402
PMC7788026:RIPA-PC:128,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,128,RIPA-PC!A128:Q128,PMC7788026:RIPA_PC,Q15365,Top3_normalized_RIPA,0.18205679548857159
PMC7788026:RIPA-PC:129,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,129,RIPA-PC!A129:Q129,PMC7788026:RIPA_PC,P13797,Top3_normalized_RIPA,0.18090198217043674
PMC7788026:RIPA-PC:130,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,130,RIPA-PC!A130:Q130,PMC7788026:RIPA_PC,P17987,Top3_normalized_RIPA,0.18019458851165554
PMC7788026:RIPA-PC:131,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,131,RIPA-PC!A131:Q131,PMC7788026:RIPA_PC,P62829,Top3_normalized_RIPA,0.1791295763817975
PMC7788026:RIPA-PC:132,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,132,RIPA-PC!A132:Q132,PMC7788026:RIPA_PC,P62826,Top3_normalized_RIPA,0.17810510257049425
PMC7788026:RIPA-PC:133,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,133,RIPA-PC!A133:Q133,PMC7788026:RIPA_PC,Q8NHV4,Top3_normalized_RIPA,0.17773761390011708
PMC7788026:RIPA-PC:134,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,134,RIPA-PC!A134:Q134,PMC7788026:RIPA_PC,P50991,Top3_normalized_RIPA,0.17754726005646848
PMC7788026:RIPA-PC:135,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,135,RIPA-PC!A135:Q135,PMC7788026:RIPA_PC,P62847,Top3_normalized_RIPA,0.17729213302991165
PMC7788026:RIPA-PC:136,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,136,RIPA-PC!A136:Q136,PMC7788026:RIPA_PC,P62750,Top3_normalized_RIPA,0.17701188987120678
PMC7788026:RIPA-PC:137,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,137,RIPA-PC!A137:Q137,PMC7788026:RIPA_PC,P52209,Top3_normalized_RIPA,0.17639456178104079
PMC7788026:RIPA-PC:138,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,138,RIPA-PC!A138:Q138,PMC7788026:RIPA_PC,P07737,Top3_normalized_RIPA,0.17593189618883934
PMC7788026:RIPA-PC:139,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,139,RIPA-PC!A139:Q139,PMC7788026:RIPA_PC,P41227,Top3_normalized_RIPA,0.17574154234519074
PMC7788026:RIPA-PC:140,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,140,RIPA-PC!A140:Q140,PMC7788026:RIPA_PC,P62081,Top3_normalized_RIPA,0.17554061328800608
PMC7788026:RIPA-PC:141,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,141,RIPA-PC!A141:Q141,PMC7788026:RIPA_PC,Q13263,Top3_normalized_RIPA,0.17331893717764435
PMC7788026:RIPA-PC:142,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,142,RIPA-PC!A142:Q142,PMC7788026:RIPA_PC,P63241,Top3_normalized_RIPA,0.17267913675871432
PMC7788026:RIPA-PC:143,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,143,RIPA-PC!A143:Q143,PMC7788026:RIPA_PC,P35637,Top3_normalized_RIPA,0.16947572832509081
PMC7788026:RIPA-PC:144,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,144,RIPA-PC!A144:Q144,PMC7788026:RIPA_PC,P23246,Top3_normalized_RIPA,0.16905800739041749
PMC7788026:RIPA-PC:145,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,145,RIPA-PC!A145:Q145,PMC7788026:RIPA_PC,P15880,Top3_normalized_RIPA,0.16661777686697771
PMC7788026:RIPA-PC:146,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,146,RIPA-PC!A146:Q146,PMC7788026:RIPA_PC,Q8NE71,Top3_normalized_RIPA,0.16647589275203595
PMC7788026:RIPA-PC:147,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,147,RIPA-PC!A147:Q147,PMC7788026:RIPA_PC,P13667,Top3_normalized_RIPA,0.16640010372169436
PMC7788026:RIPA-PC:148,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,148,RIPA-PC!A148:Q148,PMC7788026:RIPA_PC,P31939,Top3_normalized_RIPA,0.16559726876075048
PMC7788026:RIPA-PC:149,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,149,RIPA-PC!A149:Q149,PMC7788026:RIPA_PC,P84103,Top3_normalized_RIPA,0.16466823625160992
PMC7788026:RIPA-PC:150,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,150,RIPA-PC!A150:Q150,PMC7788026:RIPA_PC,P25705,Top3_normalized_RIPA,0.16335179841993266
PMC7788026:RIPA-PC:151,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,151,RIPA-PC!A151:Q151,PMC7788026:RIPA_PC,Q16543,Top3_normalized_RIPA,0.16283978183122971
PMC7788026:RIPA-PC:152,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,152,RIPA-PC!A152:Q152,PMC7788026:RIPA_PC,P18206,Top3_normalized_RIPA,0.16261593981138367
PMC7788026:RIPA-PC:153,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,153,RIPA-PC!A153:Q153,PMC7788026:RIPA_PC,P37108,Top3_normalized_RIPA,0.16055817951083046
PMC7788026:RIPA-PC:154,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,154,RIPA-PC!A154:Q154,PMC7788026:RIPA_PC,Q99436,Top3_normalized_RIPA,0.15945571349969895
PMC7788026:RIPA-PC:155,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,155,RIPA-PC!A155:Q155,PMC7788026:RIPA_PC,P18124,Top3_normalized_RIPA,0.15882384449092093
PMC7788026:RIPA-PC:156,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,156,RIPA-PC!A156:Q156,PMC7788026:RIPA_PC,P62854,Top3_normalized_RIPA,0.15857532697282414
PMC7788026:RIPA-PC:157,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,157,RIPA-PC!A157:Q157,PMC7788026:RIPA_PC,O95373,Top3_normalized_RIPA,0.15785092484560584
PMC7788026:RIPA-PC:158,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,158,RIPA-PC!A158:Q158,PMC7788026:RIPA_PC,Q06830,Top3_normalized_RIPA,0.15679807421131423
PMC7788026:RIPA-PC:159,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,159,RIPA-PC!A159:Q159,PMC7788026:RIPA_PC,P14324,Top3_normalized_RIPA,0.15638185143189184
PMC7788026:RIPA-PC:160,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,160,RIPA-PC!A160:Q160,PMC7788026:RIPA_PC,Q01105,Top3_normalized_RIPA,0.15590684809056501
PMC7788026:RIPA-PC:161,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,161,RIPA-PC!A161:Q161,PMC7788026:RIPA_PC,P31949,Top3_normalized_RIPA,0.15543581045431418
PMC7788026:RIPA-PC:162,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,162,RIPA-PC!A162:Q162,PMC7788026:RIPA_PC,P35268,Top3_normalized_RIPA,0.15345868615697322
PMC7788026:RIPA-PC:163,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,163,RIPA-PC!A163:Q163,PMC7788026:RIPA_PC,P46777,Top3_normalized_RIPA,0.15229100632903617
PMC7788026:RIPA-PC:164,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,164,RIPA-PC!A164:Q164,PMC7788026:RIPA_PC,P13010,Top3_normalized_RIPA,0.15046413819068635
PMC7788026:RIPA-PC:165,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,165,RIPA-PC!A165:Q165,PMC7788026:RIPA_PC,Q13435,Top3_normalized_RIPA,0.15036279239429937
PMC7788026:RIPA-PC:166,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,166,RIPA-PC!A166:Q166,PMC7788026:RIPA_PC,P32969,Top3_normalized_RIPA,0.15035309844855801
PMC7788026:RIPA-PC:167,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,167,RIPA-PC!A167:Q167,PMC7788026:RIPA_PC,P20700,Top3_normalized_RIPA,0.14955466982658747
PMC7788026:RIPA-PC:168,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,168,RIPA-PC!A168:Q168,PMC7788026:RIPA_PC,Q05639,Top3_normalized_RIPA,0.14949395047553474
PMC7788026:RIPA-PC:169,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,169,RIPA-PC!A169:Q169,PMC7788026:RIPA_PC,P34932,Top3_normalized_RIPA,0.14882674262819048
PMC7788026:RIPA-PC:170,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,170,RIPA-PC!A170:Q170,PMC7788026:RIPA_PC,P23526,Top3_normalized_RIPA,0.14760089912580526
PMC7788026:RIPA-PC:171,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,171,RIPA-PC!A171:Q171,PMC7788026:RIPA_PC,P18621,Top3_normalized_RIPA,0.14716467156744387
PMC7788026:RIPA-PC:172,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,172,RIPA-PC!A172:Q172,PMC7788026:RIPA_PC,Q07020,Top3_normalized_RIPA,0.14677603246999463
PMC7788026:RIPA-PC:173,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,173,RIPA-PC!A173:Q173,PMC7788026:RIPA_PC,Q16643,Top3_normalized_RIPA,0.14522411988358169
PMC7788026:RIPA-PC:174,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,174,RIPA-PC!A174:Q174,PMC7788026:RIPA_PC,P14314,Top3_normalized_RIPA,0.14461428256967043
PMC7788026:RIPA-PC:175,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,175,RIPA-PC!A175:Q175,PMC7788026:RIPA_PC,P26373,Top3_normalized_RIPA,0.14459092897311168
PMC7788026:RIPA-PC:176,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,176,RIPA-PC!A176:Q176,PMC7788026:RIPA_PC,P24844,Top3_normalized_RIPA,0.14428556968225872
PMC7788026:RIPA-PC:177,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,177,RIPA-PC!A177:Q177,PMC7788026:RIPA_PC,Q13310,Top3_normalized_RIPA,0.14391675911018956
PMC7788026:RIPA-PC:178,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,178,RIPA-PC!A178:Q178,PMC7788026:RIPA_PC,P07108,Top3_normalized_RIPA,0.14332322525047966
PMC7788026:RIPA-PC:179,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,179,RIPA-PC!A179:Q179,PMC7788026:RIPA_PC,P30153,Top3_normalized_RIPA,0.14331529384032762
PMC7788026:RIPA-PC:180,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,180,RIPA-PC!A180:Q180,PMC7788026:RIPA_PC,P38646,Top3_normalized_RIPA,0.14234237419501256
PMC7788026:RIPA-PC:181,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,181,RIPA-PC!A181:Q181,PMC7788026:RIPA_PC,Q9Y2Z0,Top3_normalized_RIPA,0.14230712348322577
PMC7788026:RIPA-PC:182,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,182,RIPA-PC!A182:Q182,PMC7788026:RIPA_PC,P30050,Top3_normalized_RIPA,0.14213175119208654
PMC7788026:RIPA-PC:183,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,183,RIPA-PC!A183:Q183,PMC7788026:RIPA_PC,O43852,Top3_normalized_RIPA,0.14150693232566589
PMC7788026:RIPA-PC:184,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,184,RIPA-PC!A184:Q184,PMC7788026:RIPA_PC,P29692,Top3_normalized_RIPA,0.14125665227197975
PMC7788026:RIPA-PC:185,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,185,RIPA-PC!A185:Q185,PMC7788026:RIPA_PC,Q12906,Top3_normalized_RIPA,0.13832203051573042
PMC7788026:RIPA-PC:186,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,186,RIPA-PC!A186:Q186,PMC7788026:RIPA_PC,P52294,Top3_normalized_RIPA,0.13773501803770111
PMC7788026:RIPA-PC:187,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,187,RIPA-PC!A187:Q187,PMC7788026:RIPA_PC,P62701,Top3_normalized_RIPA,0.13597785818190963
PMC7788026:RIPA-PC:188,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,188,RIPA-PC!A188:Q188,PMC7788026:RIPA_PC,P50454,Top3_normalized_RIPA,0.13551607385750283
PMC7788026:RIPA-PC:189,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,189,RIPA-PC!A189:Q189,PMC7788026:RIPA_PC,P13693,Top3_normalized_RIPA,0.13501551375013057
PMC7788026:RIPA-PC:190,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,190,RIPA-PC!A190:Q190,PMC7788026:RIPA_PC,P54105,Top3_normalized_RIPA,0.13492650570286896
PMC7788026:RIPA-PC:191,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,191,RIPA-PC!A191:Q191,PMC7788026:RIPA_PC,Q8NC51,Top3_normalized_RIPA,0.13444004588021141
PMC7788026:RIPA-PC:192,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,192,RIPA-PC!A192:Q192,PMC7788026:RIPA_PC,P21291,Top3_normalized_RIPA,0.13327941619463174
PMC7788026:RIPA-PC:193,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,193,RIPA-PC!A193:Q193,PMC7788026:RIPA_PC,O75083,Top3_normalized_RIPA,0.13277180594490212
PMC7788026:RIPA-PC:194,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,194,RIPA-PC!A194:Q194,PMC7788026:RIPA_PC,P52272,Top3_normalized_RIPA,0.13182796813681111
PMC7788026:RIPA-PC:195,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,195,RIPA-PC!A195:Q195,PMC7788026:RIPA_PC,Q15691,Top3_normalized_RIPA,0.13180064883517636
PMC7788026:RIPA-PC:196,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,196,RIPA-PC!A196:Q196,PMC7788026:RIPA_PC,Q13838,Top3_normalized_RIPA,0.13137270519408487
PMC7788026:RIPA-PC:197,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,197,RIPA-PC!A197:Q197,PMC7788026:RIPA_PC,Q02790,Top3_normalized_RIPA,0.13069289521727684
PMC7788026:RIPA-PC:198,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,198,RIPA-PC!A198:Q198,PMC7788026:RIPA_PC,P16949,Top3_normalized_RIPA,0.12999052478492526
PMC7788026:RIPA-PC:199,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,199,RIPA-PC!A199:Q199,PMC7788026:RIPA_PC,Q9BTT0,Top3_normalized_RIPA,0.1299147357545837
PMC7788026:RIPA-PC:200,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,200,RIPA-PC!A200:Q200,PMC7788026:RIPA_PC,P62861,Top3_normalized_RIPA,0.12966798077207625
PMC7788026:RIPA-PC:201,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,201,RIPA-PC!A201:Q201,PMC7788026:RIPA_PC,Q15233,Top3_normalized_RIPA,0.1287972881909428
PMC7788026:RIPA-PC:202,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,202,RIPA-PC!A202:Q202,PMC7788026:RIPA_PC,P25398,Top3_normalized_RIPA,0.12852057010341661
PMC7788026:RIPA-PC:203,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,203,RIPA-PC!A203:Q203,PMC7788026:RIPA_PC,P14174,Top3_normalized_RIPA,0.12767984062730192
PMC7788026:RIPA-PC:204,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,204,RIPA-PC!A204:Q204,PMC7788026:RIPA_PC,P67775,Top3_normalized_RIPA,0.12654829277894633
PMC7788026:RIPA-PC:205,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,205,RIPA-PC!A205:Q205,PMC7788026:RIPA_PC,P61604,Top3_normalized_RIPA,0.12527133574447027
PMC7788026:RIPA-PC:206,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,206,RIPA-PC!A206:Q206,PMC7788026:RIPA_PC,P62917,Top3_normalized_RIPA,0.12495936694515727
PMC7788026:RIPA-PC:207,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,207,RIPA-PC!A207:Q207,PMC7788026:RIPA_PC,P07910,Top3_normalized_RIPA,0.1244649757123477
PMC7788026:RIPA-PC:208,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,208,RIPA-PC!A208:Q208,PMC7788026:RIPA_PC,P37837,Top3_normalized_RIPA,0.12397322828292215
PMC7788026:RIPA-PC:209,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,209,RIPA-PC!A209:Q209,PMC7788026:RIPA_PC,P40926,Top3_normalized_RIPA,0.12389832052037524
PMC7788026:RIPA-PC:210,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,210,RIPA-PC!A210:Q210,PMC7788026:RIPA_PC,Q08211,Top3_normalized_RIPA,0.12334047800634947
PMC7788026:RIPA-PC:211,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,211,RIPA-PC!A211:Q211,PMC7788026:RIPA_PC,P55060,Top3_normalized_RIPA,0.12307609766794862
PMC7788026:RIPA-PC:212,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,212,RIPA-PC!A212:Q212,PMC7788026:RIPA_PC,P00441,Top3_normalized_RIPA,0.12270244012300877
PMC7788026:RIPA-PC:213,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,213,RIPA-PC!A213:Q213,PMC7788026:RIPA_PC,Q99497,Top3_normalized_RIPA,0.12205999590069473
PMC7788026:RIPA-PC:214,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,214,RIPA-PC!A214:Q214,PMC7788026:RIPA_PC,Q13509,Top3_normalized_RIPA,0.12169056844116927
PMC7788026:RIPA-PC:215,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,215,RIPA-PC!A215:Q215,PMC7788026:RIPA_PC,Q07021,Top3_normalized_RIPA,0.12129505545492163
PMC7788026:RIPA-PC:216,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,216,RIPA-PC!A216:Q216,PMC7788026:RIPA_PC,P50914,Top3_normalized_RIPA,0.12069755589013573
PMC7788026:RIPA-PC:217,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,217,RIPA-PC!A217:Q217,PMC7788026:RIPA_PC,P09493,Top3_normalized_RIPA,0.12044991963983361
PMC7788026:RIPA-PC:218,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,218,RIPA-PC!A218:Q218,PMC7788026:RIPA_PC,P34931,Top3_normalized_RIPA,0.11863186417943049
PMC7788026:RIPA-PC:219,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,219,RIPA-PC!A219:Q219,PMC7788026:RIPA_PC,P62805,Top3_normalized_RIPA,0.11846750773572463
PMC7788026:RIPA-PC:220,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,220,RIPA-PC!A220:Q220,PMC7788026:RIPA_PC,Q15942,Top3_normalized_RIPA,0.11845913569167528
PMC7788026:RIPA-PC:221,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,221,RIPA-PC!A221:Q221,PMC7788026:RIPA_PC,P17844,Top3_normalized_RIPA,0.11760897665015763
PMC7788026:RIPA-PC:222,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,222,RIPA-PC!A222:Q222,PMC7788026:RIPA_PC,P23284,Top3_normalized_RIPA,0.11742805237191201
PMC7788026:RIPA-PC:223,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,223,RIPA-PC!A223:Q223,PMC7788026:RIPA_PC,Q15019,Top3_normalized_RIPA,0.11727911811461286
