Supplementary Data 2. The compiled data from 5 cores not providing semiquantitative results,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,Normalized value,,,,
SODM_HUMAN,NA,NA,NA,11.10666667,NA,0.000447431,0.000807759,0.000414078,22.65120182,15
PPIA_HUMAN,NA,NA,NA,7.266666667,NA,0.000447431,0.000807759,0.000414078,22.65120182,15
I3L145_HUMAN,NA,NA,NA,12.21666667,NA,0.000447431,0.000807759,0.00124223,27.60100777,15
MET7A_HUMAN,NA,NA,NA,9.433333333,NA,0,0.000807759,0.00124223,53.26239728,15
ECH1_HUMAN,NA,NA,NA,6.706666667,NA,0,0.001211618,0.000828139,52.5840839,15
TMM40_HUMAN,NA,NA,NA,10.73333333,NA,0.001342294,0.001211618,0,50.19597195,15
Q6NUK7_HUMAN,NA,NA,NA,2.35,NA,0,0.000403875,0.000828139,58.21863115,15
A0A0S2Z3F6_HUMAN (+1),NA,NA,NA,3.92,NA,0.000447431,0.000807759,0.000414078,22.65120182,15
V9HW65_HUMAN,NA,NA,NA,6.39,NA,0.000447431,0.000807759,0.000828139,17.80505045,15
Q54A51_HUMAN,NA,NA,NA,8.926666667,NA,0.000447431,0.000403875,0.000828139,24.07040803,15
B4DEA8_HUMAN,NA,NA,NA,2.473333333,NA,0.000447431,0.000403875,0.000828139,24.07040803,15
STX11_HUMAN,NA,NA,NA,5.923333333,NA,0.000447431,0.000403875,0.000828139,24.07040803,15
B4E3A8_HUMAN,NA,NA,NA,8.516666667,NA,0.000447431,0.000807759,0.000828139,17.80505045,15
A0A0S2Z410_HUMAN,NA,NA,NA,10.88333333,NA,0.000447431,0.000807759,0.000828139,17.80505045,15
B9A067_HUMAN,NA,NA,NA,2.11,NA,0,0.000403875,0.000828139,58.21863115,15
HV349_HUMAN,NA,NA,NA,10.64,NA,0.000447431,0.000403875,0.000828139,24.07040803,15
MYLK_HUMAN,NA,NA,NA,0.75,NA,0.000447431,0.000403875,0.000828139,24.07040803,15
CRAC1_HUMAN,NA,NA,NA,1.46,NA,0.000894863,0,0.000414078,59.26099269,15
B4E220_HUMAN (+1),NA,NA,NA,9.093333333,NA,0.000894863,0.000807759,0.00124223,13.5195391,15
A0A024R8M0_HUMAN,NA,NA,NA,4.42,NA,0.000447431,0,0.00124223,64.49414805,15
Q53XM7_HUMAN,NA,NA,NA,7.673333333,NA,0.000894863,0.000403875,0.000414078,28.37236323,15
F8WAR4_HUMAN,NA,NA,NA,5.12,NA,0.000447431,0,0.000828139,56.28579972,15
RAB1B_HUMAN,NA,NA,NA,16.23333333,NA,0.000894863,0.000807759,0.000414078,20.96151638,15
Q53GF9_HUMAN,NA,NA,NA,11.09666667,NA,0.000447431,0.000807759,0.000828139,17.80505045,15
CX7A2_HUMAN (+2),NA,NA,NA,22.46666667,NA,0.000894863,0.000807759,0.000414078,20.96151638,15
PCBP1_HUMAN,NA,NA,NA,6.273333333,NA,0.000894863,0.000807759,0.000414078,20.96151638,15
B4DZZ0_HUMAN,NA,NA,NA,13.73333333,NA,0.000447431,0.000807759,0.000414078,22.65120182,15
KPRP_HUMAN,NA,NA,NA,5.353333333,NA,0.000447431,0.000807759,0.000414078,22.65120182,15
SL9A9_HUMAN,NA,NA,NA,3.153333333,NA,0.000894863,0.000403875,0.000414078,28.37236323,15
D3DX19_HUMAN,NA,NA,NA,6.38,NA,0.000447431,0.000807759,0.000414078,22.65120182,15
A0A024RAA7_HUMAN,NA,NA,NA,7.333333333,NA,0.000447431,0.000807759,0.000414078,22.65120182,15
B4DNP0_HUMAN (+4),NA,NA,NA,3.916666667,NA,0.000447431,0.000403875,0.000828139,24.07040803,15
C9JAI6_HUMAN (+2),NA,NA,NA,16.1,NA,0.000894863,0.000807759,0.000828139,3.118140356,15
ATPO_HUMAN,NA,NA,NA,6.57,NA,0.000447431,0.000403875,0.000828139,24.07040803,15
FA8_HUMAN,NA,NA,NA,0.850333333,NA,0.000447431,0.000807759,0.000414078,22.65120182,15
H0YLU7_HUMAN,NA,NA,NA,7.466666667,NA,0,0.000807759,0.000828139,50.01163874,15
EM55_HUMAN,NA,NA,NA,2.576666667,NA,0.000447431,0,0.000828139,56.28579972,15
SEPP1_HUMAN,NA,NA,NA,2.273333333,NA,0.000447431,0.000807759,0,55.83967827,15
A0A0S2Z4C3_HUMAN,NA,NA,NA,3.333333333,NA,0.000447431,0,0.000828139,56.28579972,15
B4DWS6_HUMAN (+1),NA,NA,NA,5.48,NA,0.001342294,0.000807759,0,54.43867875,15
RSU1_HUMAN,NA,NA,NA,8.9,NA,0,0.000807759,0.000828139,50.01163874,15
Q53HT6_HUMAN,NA,NA,NA,3.8,NA,0,0.000807759,0,100,15
A0A109PW65_HUMAN,NA,NA,NA,21.2,NA,0.000447431,0.000807759,0.000828139,17.80505045,15
PI42A_HUMAN,NA,NA,NA,3.943333333,NA,0.000447431,0,0.000828139,56.28579972,15
V9HW92_HUMAN,NA,NA,NA,10.57,NA,0.000894863,0.000403875,0.000828139,21.68716439,15
Q68DH9_HUMAN,NA,NA,NA,1.88,NA,0.000894863,0.000403875,0.000414078,28.37236323,15
A0A140VJI7_HUMAN,NA,NA,NA,1.356666667,NA,0,0,0.000828139,100,15
H0YHC3_HUMAN,NA,NA,NA,12.26333333,NA,0.000894863,0.000403875,0.000828139,21.68716439,15
DECR_HUMAN,NA,NA,NA,3.88,NA,0.000894863,0.000403875,0,59.76546736,15
A0A384MDW7_HUMAN,NA,NA,NA,5.736666667,NA,0,0.000403875,0.000828139,58.21863115,15
E9PCA1_HUMAN,NA,NA,NA,2.82,NA,0,0.000807759,0.000414078,57.25920886,15
RTN2_HUMAN,NA,NA,NA,1.65,NA,0,0,0.000828139,100,15
B3KM95_HUMAN,NA,NA,NA,4.12,NA,0,0.000807759,0.000414078,57.25920886,15
A8K651_HUMAN (+1),NA,NA,NA,2.836666667,NA,0,0.000807759,0,100,15
B2R4M6_HUMAN (+1),NA,NA,NA,21.33333333,NA,0.000894863,0,0.00124223,51.94370932,15
GSTT1_HUMAN,NA,NA,NA,8.066666667,NA,0.000447431,0.000403875,0.000828139,24.07040803,15
HSPB1_HUMAN,NA,NA,NA,16.23333333,NA,0.000447431,0.000403875,0.000828139,24.07040803,15
ODO2_HUMAN (+1),NA,NA,NA,3.826666667,NA,0.000894863,0.000403875,0.000414078,28.37236323,15
K7EIV0_HUMAN,NA,NA,NA,6.976666667,NA,0.000447431,0,0.000828139,56.28579972,15
Q53HU0_HUMAN (+1),NA,NA,NA,2.373333333,NA,0.000894863,0.000403875,0,59.76546736,15
D3DU30_HUMAN,NA,NA,NA,4.066666667,NA,0,0.000807759,0,100,15
A0A140VK24_HUMAN,NA,NA,NA,1.893333333,NA,0,0,0.000828139,100,15
E7EMC6_HUMAN,NA,NA,NA,3.23,NA,0,0.000807759,0.000414078,57.25920886,15
A0A384MDU9_HUMAN (+2),NA,NA,NA,2.743333333,NA,0,0.000807759,0,100,15
B2R8A2_HUMAN (+1),NA,NA,NA,4.533333333,NA,0,0.000807759,0,100,15
KPCB_HUMAN,NA,NA,NA,2.086666667,NA,0.000894863,0.000403875,0,59.76546736,15
RLA2_HUMAN,NA,NA,NA,20,NA,0.000894863,0.000403875,0,59.76546736,15
COPG2_HUMAN,NA,NA,NA,1.3,NA,0,0,0.000828139,100,15
Q71UF1_HUMAN,NA,NA,NA,1.323333333,NA,0,0.000807759,0,100,15
A0A173ADW6_HUMAN,NA,NA,NA,4.666666667,NA,0,0.000807759,0,100,15
A6NIZ1.1,NA,1,NA,7.5,1,0.000116904,NA,0.000124533,3.159671973,14
A6NMB1.3,NA,1,NA,1,1,0.000701426,0.000563222,0.000373599,17.40081857,14
AAA16068.1,NA,1,NA,1,1,0.000116904,NA,NA,NA,14
AAA20145.1,NA,3,NA,25,2,0.000584522,NA,NA,NA,14
AAA20168.1,NA,1,NA,21,1,0.000233809,0.000140805,0.000249066,16.27368078,14
AAA20398.1,NA,2,NA,5.666666667,2,0.000467617,0.000422416,0.000373599,6.445105936,14
AAA35549.1,NA,10,NA,3.5,1,0.003039514,0.000985638,NA,51.02604997,14
AAA35927.1,NA,8,NA,13.33333333,8,0.003390227,0.002534497,0.002117061,13.97900144,14
AAA35952.1,NA,4,NA,29,4,NA,0.002252887,0.002241594,0.25125236,14
AAA36390.1,NA,1,NA,12,1,NA,0.000140805,NA,NA,14
AAA36401.1,NA,1,NA,2,1,0.000116904,NA,NA,NA,14
AAA36451.1,NA,2,NA,3.333333333,2,0.000467617,0.000140805,0.000373599,29.67439444,14
AAA51547.1,NA,10,NA,31,10,NA,0.00337933,0.004234122,11.22739458,14
AAA51747.1,NA,41,NA,95,31,0.084989479,0.096310898,0.088916563,3.684715207,14
AAA51748.1,NA,28,NA,75.33333333,3,0.012742577,0.011405238,0.012702366,3.575813172,14
AAA51796.1,NA,2,NA,6,2,0.000467617,0.000140805,0.000498132,31.00511293,14
AAA52173.1,NA,16,NA,42.33333333,13,0.006897358,0.005350605,0.006102117,7.300814786,14
AAA52424.1,NA,8,NA,5,8,0.002104279,0.002112081,0.002117061,0.17619876,14
AAA58923.1,NA,1,NA,12,1,0.000116904,NA,NA,NA,14
AAA60058.1,NA,2,NA,4.5,2,0.000233809,NA,0.000124533,30.49484033,14
AAA64800.1,NA,8,NA,68.66666667,2,0.007715689,0.008448324,0.00871731,3.608625096,14
AAA85332.1,NA,22,NA,15.33333333,22,0.010521394,0.007181076,0.009464508,10.88487876,14
AAB21082.1,NA,4,NA,10,1,NA,0.002956914,NA,NA,14
AAB21774.1,NA,6,NA,61.33333333,3,0.00748188,0.009293157,0.009090909,6.646187134,14
AAB22835.1,NA,11,NA,81,2,0.020341361,0.020980006,0.020174346,1.197635497,14
AAB24060.1,NA,4,NA,42,4,0.001052139,NA,NA,NA,14
AAB24547.1,NA,1,NA,100,1,0.000467617,0.000422416,0.000373599,6.445105936,14
AAB32200.1,NA,10,NA,44.33333333,10,0.007598784,0.009152351,0.009090909,5.896497123,14
AAB59397.1,NA,26,NA,70.33333333,1,0.020224456,0.02421853,0.021046077,5.578377869,14
AAB59495.1,NA,13,NA,38,13,0.004559271,NA,NA,NA,14
AAB59530.1,NA,19,NA,51,1,NA,0.016051816,NA,NA,14
AAB59537.1,NA,12,NA,9.666666667,1,0.006195932,0.006336243,0.007222914,4.882344789,14
AAB59539.1,NA,7,NA,65,2,0.007131167,0.007603492,0.008468244,5.061649049,14
AAC16788.1,NA,1,NA,9,1,0.000116904,0.000140805,NA,9.274399591,14
AAC16872.1,NA,1,NA,18,1,0.000116904,0.000281611,NA,41.33002891,14
AAC50296.1,NA,4,NA,12,4,0.000467617,0.000985638,0.000498132,25.7999591,14
AAC52065.1,NA,2,NA,2.333333333,2,0.000467617,0.000140805,0.000622665,34.607475,14
AAC83410.1,NA,5,NA,9,4,0.001052139,NA,NA,NA,14
AAD05198.1,NA,26,NA,40.33333333,26,0.012508768,0.010560406,0.011581569,4.871425843,14
AAD13152.1,NA,44,NA,28.66666667,1,0.019289221,0.016192622,0.017559153,5.067565109,14
AAF00489.1,NA,5,NA,43,5,0.002805705,NA,NA,NA,14
AAF01333.1,NA,56,NA,78.66666667,1,0.068622866,0.061672768,0.066998755,3.191743957,14
AAF17203.1,NA,1,NA,7,1,0.000233809,NA,NA,NA,14
AAF21614.1,NA,1,NA,6,1,NA,0.000140805,NA,NA,14
AAF25792.1,NA,1,NA,6,1,NA,NA,0.000124533,NA,14
AAF97931.1,NA,2,NA,4,2,NA,NA,0.000622665,NA,14
AAG13448.1,NA,1,NA,1,1,NA,0.000140805,NA,NA,14
AAG43502.1,NA,2,NA,31,1,0.000233809,NA,NA,NA,14
AAG50274.1,NA,2,NA,4,2,0.000584522,0.000563222,0.000622665,2.946424813,14
AAH01939.1,NA,1,NA,4,1,0.000350713,NA,0.000124533,47.59220684,14
AAH02828.1,NA,1,NA,21,1,NA,0.000140805,NA,NA,14
AAH05046.1,NA,14,NA,35.33333333,14,0.009936872,0.011123627,0.010336239,3.331275346,14
AAH18549.1,NA,1,NA,7,1,0.000116904,0.000140805,0.000249066,24.06984537,14
AAH20640.1,NA,1,NA,12,1,NA,NA,0.000124533,NA,14
AAH30229.1,NA,1,NA,7,1,0.000116904,NA,NA,NA,14
AAH35007.1,NA,1,NA,4,1,NA,0.000140805,NA,NA,14
AAH50473.1,NA,4,NA,17,1,0.000584522,0.001267249,0.00124533,21.69886329,14
AAH51332.1,NA,2,NA,5.666666667,2,0.000584522,0.000422416,0.000871731,20.97834234,14
AAH51814.1,NA,2,NA,5.5,1,0.000350713,NA,0.000124533,47.59220684,14
AAH59367.1,NA,11,NA,19,1,NA,0.003520135,NA,NA,14
AAH60039.1,NA,2,NA,5,2,0.000818331,0.000704027,0.000622665,7.936978302,14
AAH70353.1,NA,6,NA,38,2,NA,0.004787384,0.004732254,0.579116442,14
AAH95526.1,NA,1,NA,5,1,0.000116904,NA,NA,NA,14
AAI22559.1,NA,2,NA,4,1,0.000467617,0.000422416,0.000373599,6.445105936,14
AAI42721.1,NA,2,NA,6,2,0.000701426,0.000422416,0.000124533,40.02748566,14
AAI51205.1,NA,13,NA,10.5,0,0.006079027,NA,0.007222914,8.599396733,14
AAK29667.1,NA,1,NA,10,1,0.000116904,NA,NA,NA,14
AAL07469.1,NA,1,NA,2,1,NA,0.000140805,0.000124533,6.132698916,14
AAL10926.1,NA,1,NA,22,1,NA,0.000140805,NA,NA,14
AAL62340.1,NA,1,NA,4,1,NA,0.000140805,NA,NA,14
AAL69982.1,NA,1,NA,3,1,NA,NA,0.000124533,NA,14
AAM74947.1,NA,1,NA,1,1,NA,0.000281611,NA,NA,14
AAN04486.1,NA,4,NA,37,4,0.001987374,0.001971276,0.00124533,14.10703714,14
AAO39147.1,NA,4,NA,2,1,NA,NA,0.001618929,NA,14
AAP35354.1,NA,6,NA,59,6,0.006663549,0.00858913,0.00871731,8.313583179,14
AAP35590.1,NA,1,NA,4,1,NA,NA,0.000124533,NA,14
AAP73808.1,NA,2,NA,20,2,0.001285948,0.001267249,0.00124533,0.927019876,14
AAP88927.1,NA,21,NA,37.33333333,21,0.019990648,0.019994368,0.019178082,1.376587654,14
AAP97191.1,NA,2,NA,9,2,0.000935235,0.001126443,0.000996264,5.531900578,14
AAP97707.1,NA,1,NA,3,1,NA,0.000140805,0.000124533,6.132698916,14
AAQ05426.1,NA,1,NA,16,1,0.000116904,NA,0.000124533,3.159671973,14
AAQ63763.1,NA,2,NA,3.666666667,2,0.000467617,0.000140805,0.000373599,29.67439444,14
AAQ72569.1,NA,1,NA,1,1,0.000818331,0.000422416,0.000373599,26.1681101,14
AAQ88523.1,NA,3,NA,8.666666667,3,0.000584522,0.000281611,0.000871731,29.41078664,14
AAQ88858.1,NA,2,NA,5.333333333,2,0.000467617,0.000281611,0.000249066,20.45821549,14
AAQ89109.1,NA,1,NA,4,1,NA,0.000140805,NA,NA,14
AAQ91812.1,NA,5,NA,34,5,0.003390227,NA,0.002864259,8.409448526,14
AAS01769.1,NA,23,NA,43.33333333,5,0.016600421,0.016755843,0.017310087,1.275264998,14
AAS86014.1,NA,1,NA,14,1,0.000116904,NA,NA,NA,14
AAT38463.1,NA,1,NA,18,1,0.000116904,NA,NA,NA,14
AAT96423.1,NA,1,NA,17,1,0.000116904,0.000140805,0.000124533,5.531900578,14
AAV33305.1,NA,2,NA,7,2,NA,0.000563222,NA,NA,14
AAV38817.1,NA,2,NA,9,1,0.000233809,NA,NA,NA,14
AAV40283.1,NA,4,NA,15.66666667,2,0.00187047,0.001971276,0.001618929,5.755900719,14
AAX82298.1,NA,3,NA,57,1,0.00187047,0.00183047,0.001369863,9.502516019,14
AAY14962.1,NA,1,NA,41,1,0.000233809,0.000281611,0.000249066,5.531900578,14
AAY33233.1,NA,1,NA,16,1,NA,0.000140805,NA,NA,14
ABA00036.1,NA,2,NA,25,1,NA,0.000281611,NA,NA,14
ABC40673.1,NA,2,NA,6,1,0.000116904,0.000281611,NA,41.33002891,14
ABE97208.1,NA,1,NA,13,1,0.001519757,0.001971276,0.000996264,18.83431151,14
ABI50580.1,NA,2,NA,25,1,NA,0.000422416,NA,NA,14
ABI63345.1,NA,9,NA,55,9,0.004793079,0.004364968,0.004856787,3.305516722,14
ABI63354.1,NA,2,NA,23,2,0.000350713,0.000844832,0.000871731,24.57837008,14
ABI63362.1,NA,4,NA,28.66666667,4,0.001519757,0.001971276,0.001369863,11.15501538,14
ABO65084.1,NA,1,NA,9,1,0.000350713,NA,0.000373599,3.159671973,14
ABQ40075.1,NA,7,NA,39,7,NA,0.002675303,NA,NA,14
ABQ59035.1,NA,1,NA,1,1,NA,NA,0.000249066,NA,14
ABU90713.1,NA,9,NA,48,1,0.006780454,NA,0.006475716,2.298835427,14
ACA05941.1,NA,9,NA,50,9,0.020808978,0.034919741,0.027521793,14.68468979,14
ADJ96598.1,NA,10,NA,46,10,0.005260697,0.003801746,0.004856787,9.373787235,14
ADX66164.1,NA,1,NA,9,1,0.000116904,NA,NA,NA,14
ADZ38943.1,NA,2,NA,9,2,0.000350713,NA,NA,NA,14
AEX07732.1,NA,1,NA,2,1,NA,0.000281611,NA,NA,14
AEX29660.1,NA,1,NA,15,1,NA,0.000281611,0.000249066,6.132698916,14
AFA42544.1,NA,1,NA,8,1,0.000116904,NA,NA,NA,14
AFA52005.1,NA,9,NA,16.66666667,6,0.002338087,0.003097719,0.002988792,8.444910217,14
AFA52006.1,NA,9,NA,17,1,NA,0.001971276,NA,NA,14
AFH78448.1,NA,6,NA,44.5,2,0.005260697,0.006336243,NA,9.274399591,14
AGP00562.1,NA,1,NA,9,1,0.000116904,NA,NA,NA,14
AGP00638.1,NA,1,NA,13,1,0.000116904,NA,NA,NA,14
AGP01040.1,NA,1,NA,9,1,0.000350713,0.000422416,0.000124533,29.99892556,14
AGP01362.1,NA,1,NA,15,1,NA,NA,0.000124533,NA,14
AGP01457.1,NA,1,NA,17,1,0.000116904,0.000140805,NA,9.274399591,14
AGP01512.1,NA,1,NA,6,1,0.000116904,NA,0.000124533,3.159671973,14
AGP01666.1,NA,1,NA,16,1,0.000116904,NA,NA,NA,14
AGP01730.1,NA,1,NA,15,1,0.000116904,NA,NA,NA,14
AGP01779.1,NA,1,NA,15,1,0.000116904,NA,NA,NA,14
AHA49727.1,NA,1,NA,19,1,NA,0.000140805,NA,NA,14
AHX01952.1,NA,1,NA,11,1,NA,NA,0.000124533,NA,14
AIE56783.1,NA,1,NA,19,1,0.000350713,NA,NA,NA,14
AIE57447.1,NA,1,NA,17,1,0.000116904,NA,0.000124533,3.159671973,14
AIT52424.1,NA,1,NA,17,1,0.000233809,0.000281611,NA,9.274399591,14
AIU96071.1,NA,1,NA,10,1,0.000116904,NA,NA,NA,14
AKD41833.1,NA,1,NA,10,1,NA,NA,0.000124533,NA,14
AKD42905.1,NA,1,NA,15,1,NA,NA,0.000124533,NA,14
ALG00177.1,NA,1,NA,8,1,0.000116904,NA,NA,NA,14
ALQ28801.1,NA,1,NA,16,1,NA,0.000140805,NA,NA,14
AMB38464.1,NA,2,NA,21,1,NA,NA,0.000747198,NA,14
AMK70612.1,NA,1,NA,17,1,NA,NA,0.000124533,NA,14
AMT74553.1,NA,5,NA,44,1,NA,NA,0.003985056,NA,14
ANO54725.1,NA,1,NA,18,1,0.001169044,0.001408054,0.000871731,13.49395175,14
ANS13797.1,NA,1,NA,18,1,NA,NA,0.000124533,NA,14
ANY91261.1,NA,1,NA,21,1,NA,0.000140805,NA,NA,14
ANY91277.1,NA,1,NA,21,1,NA,NA,0.000124533,NA,14
ANY92078.1,NA,1,NA,15,1,0.000116904,NA,NA,NA,14
APZ85151.1,NA,1,NA,17,1,0.000233809,NA,0.000249066,3.159671973,14
AQN67632.1,NA,49,NA,31.66666667,5,0.02057517,0.017882287,0.018555417,4.257559139,14
AQX78069.1,NA,5,NA,22,0,NA,0.004505773,0.005105853,6.243272729,14
AQX78075.1,NA,4,NA,20,1,NA,0.002816108,NA,NA,14
ASY01804.1,NA,1,NA,17,1,0.000116904,NA,0.000124533,3.159671973,14
BAA01374.2,NA,1,NA,4,1,0.000116904,NA,0.000124533,3.159671973,14
BAA20128.1,NA,1,NA,2,1,0.000116904,NA,NA,NA,14
BAA74737.1,NA,1,NA,1,1,NA,0.000140805,NA,NA,14
BAB16941.1,NA,1,NA,33,1,NA,NA,0.000124533,NA,14
BAB18252.2,NA,3,NA,17,2,0.001636661,0.001689665,NA,1.593459886,14
BAB71634.1,NA,10,NA,24.5,2,NA,0.0104196,0.009464508,4.803293203,14
BAC01690.1,NA,5,NA,19,3,0.003156418,0.002252887,0.002615193,9.814676733,14
BAC01717.1,NA,7,NA,31,1,NA,NA,0.005603985,NA,14
BAC01735.1,NA,8,NA,37,1,0.006312836,NA,NA,NA,14
BAC01742.1,NA,9,NA,33,2,NA,0.006054632,NA,NA,14
BAC01749.1,NA,8,NA,33.33333333,2,0.006546645,0.006336243,0.005603985,4.636006447,14
BAC05317.1,NA,1,NA,4,1,0.000116904,NA,NA,NA,14
BAC85338.1,NA,1,NA,13,1,0.000233809,0.000140805,NA,24.82643466,14
BAD92224.1,NA,2,NA,5.333333333,2,0.000935235,0.000563222,0.000373599,26.43438924,14
BAD92458.1,NA,1,NA,2,1,0.000233809,NA,NA,NA,14
BAD93055.1,NA,1,NA,2,1,0.000116904,NA,NA,NA,14
BAD93149.1,NA,13,NA,13.33333333,13,0.004793079,0.003942551,0.003860523,7.100324358,14
BAD96237.1,NA,1,NA,3,1,0.000116904,NA,NA,NA,14
BAD96475.1,NA,14,NA,24.33333333,11,0.005143792,0.003520135,0.004234122,10.9282283,14
BAD96505.1,NA,1,NA,2,1,0.000233809,NA,NA,NA,14
BAD96645.1,NA,15,NA,56.33333333,1,0.012859481,0.013517319,0.011830635,3.853813038,14
BAD97224.1,NA,1,NA,3,1,0.000116904,NA,NA,NA,14
BAF64541.1,NA,9,NA,49,1,NA,NA,0.005977584,NA,14
BAF82106.1,NA,2,NA,6,2,0.000233809,NA,NA,NA,14
BAF82984.1,NA,1,NA,2,1,0.000233809,0.000281611,0.000124533,21.79265547,14
BAF83067.1,NA,2,NA,6,2,0.000350713,NA,0.000373599,3.159671973,14
BAF83305.1,NA,9,NA,26.33333333,1,0.009469254,0.0104196,0.008592777,5.55623447,14
BAG35159.1,NA,2,NA,9,1,0.000935235,0.000563222,0.000747198,14.34679256,14
BAG35727.1,NA,1,NA,4,1,0.000116904,NA,NA,NA,14
BAG36391.1,NA,1,NA,2,1,0.000116904,NA,NA,NA,14
BAG36404.1,NA,5,NA,16.5,5,0.001169044,NA,0.001120797,2.106989815,14
BAG36876.1,NA,1,NA,2.333333333,1,0.000584522,0.000140805,0.000373599,34.98189975,14
BAG37325.1,NA,58,NA,78.66666667,3,0.07166238,0.064488876,0.069364882,3.087253576,14
BAG37888.1,NA,4,NA,19,1,0.000584522,NA,NA,NA,14
BAG52906.1,NA,1,NA,1,1,0.000116904,NA,NA,NA,14
BAG54500.1,NA,1,NA,4,1,0.000116904,NA,NA,NA,14
BAG58149.1,NA,1,NA,3,1,NA,0.000140805,NA,NA,14
BAG60242.1,NA,1,NA,1,1,0.000116904,NA,NA,NA,14
BAG62359.1,NA,1,NA,7,1,0.000116904,NA,NA,NA,14
BAG64956.1,NA,1,NA,1.333333333,1,0.000116904,0.000281611,0.000373599,29.17415909,14
BAH03692.1,NA,3,NA,20,2,0.001636661,NA,0.001618929,0.544669129,14
BAH03697.1,NA,9,NA,50,1,0.006195932,NA,NA,NA,14
BAH03699.1,NA,6,NA,35,1,0.003273322,NA,0.002739726,8.873974646,14
BAH11541.1,NA,7,NA,20.33333333,2,0.004676175,0.004928189,0.005105853,2.542209654,14
BAJ15417.1,NA,2,NA,2.666666667,2,0.000584522,0.000140805,0.000249066,41.12394192,14
BAJ22989.1,NA,13,NA,22,13,0.01017068,0.009293157,0.010834371,4.41942313,14
BAV56779.1,NA,9,NA,51,1,0.006195932,NA,0.005977584,1.79362866,14
CAA24944.1,NA,5,NA,77,1,0.001987374,NA,0.00124533,22.95428957,14
CAA25318.1,NA,7,NA,28,2,NA,NA,0.001494396,NA,14
CAA27243.1,NA,4,NA,7,2,NA,0.001267249,0.001120797,6.132698916,14
CAA27246.1,NA,1,NA,4,1,0.000233809,0.000140805,NA,24.82643466,14
CAA27380.1,NA,1,NA,1,1,NA,0.000140805,NA,NA,14
CAA33289.1,NA,1,NA,1,1,0.000701426,0.000704027,0.000249066,27.41982102,14
CAA37495.1,NA,64,NA,39,64,0.028173954,0.027457054,0.025653798,2.766932168,14
CAA42224.1,NA,2,NA,22,1,NA,NA,0.000871731,NA,14
CAA53735.1,NA,1,NA,0,1,NA,0.000140805,NA,NA,14
CAA61501.1,NA,3,NA,11,1,0.000467617,NA,NA,NA,14
CAA65884.1,NA,1,NA,1,1,0.000116904,NA,NA,NA,14
CAA82315.1,NA,3,NA,7,3,NA,0.000704027,0.000622665,6.132698916,14
CAC10224.1,NA,9,NA,29,4,0.006312836,0.005350605,0.00498132,7.153175033,14
CAD91168.1,NA,1,NA,3,1,0.000116904,NA,NA,NA,14
CAD97649.1,NA,2,NA,3,2,NA,0.000281611,NA,NA,14
CAD98001.1,NA,7,NA,22,1,0.004793079,0.004505773,0.003985056,5.340550106,14
CAE45931.1,NA,6,NA,13.5,1,0.003974749,NA,0.003362391,8.34599923,14
CAG30459.1,NA,2,NA,3,2,0.000233809,NA,NA,NA,14
CAJ57365.1,NA,5,NA,50.33333333,3,0.004208557,0.003801746,0.004358655,4.034983456,14
CAO94503.1,NA,1,NA,5,1,0.000116904,NA,NA,NA,14
CAQ58223.1,NA,1,NA,24,1,0.000116904,NA,NA,NA,14
CCQ43305.1,NA,1,NA,13,1,NA,NA,0.000124533,NA,14
CEF91400.1,NA,1,NA,20,1,NA,NA,0.000124533,NA,14
CUU97169.1,NA,1,NA,3,1,NA,NA,0.000124533,NA,14
EAW51597.1,NA,21,NA,25.66666667,21,0.010404489,0.009574768,0.009713574,2.592418574,14
EAW52817.1,NA,29,NA,17.33333333,29,0.006780454,0.006054632,0.005728518,5.024169521,14
EAW52925.1,NA,1,NA,1,1,0.000116904,NA,NA,NA,14
EAW53621.1,NA,1,NA,4,1,NA,0.000140805,NA,NA,14
EAW55988.1,NA,1,NA,2.666666667,1,0.000350713,0.000140805,0.000249066,24.55026747,14
EAW56365.1,NA,1,NA,8,1,0.000116904,NA,NA,NA,14
EAW56845.1,NA,1,NA,1,1,NA,NA,0.000124533,NA,14
EAW59195.1,NA,4,NA,12,4,0.00187047,0.001971276,0.001618929,5.755900719,14
EAW64896.1,NA,1,NA,0,1,0.000233809,NA,0.000373599,23.01423709,14
EAW68831.1,NA,1,NA,2,1,NA,0.000140805,NA,NA,14
EAW74448.1,NA,1,NA,9,1,0.000116904,NA,NA,NA,14
EAW76770.1,NA,1,NA,2,1,NA,NA,0.000124533,NA,14
EAW82603.1,NA,1,NA,10,1,NA,0.000140805,NA,NA,14
EAW85949.1,NA,1,NA,2,1,0.000233809,NA,0.000249066,3.159671973,14
EAW86376.1,NA,6,NA,9.333333333,6,0.000935235,0.001126443,0.00124533,8.193925643,14
EAW88686.1,NA,2,NA,4,1,0.000584522,NA,NA,NA,14
EAW90578.1,NA,3,NA,7.333333333,3,0.000467617,0.000281611,0.000747198,27.12567551,14
EAW95621.1,NA,1,NA,2,1,0.000116904,NA,NA,NA,14
EAW96401.1,NA,1,NA,3,1,0.000116904,NA,0.000124533,3.159671973,14
EAW99984.1,NA,1,NA,1,1,NA,0.000140805,NA,NA,14
EAX00857.1,NA,1,NA,5,1,NA,NA,0.000124533,NA,14
EAX01499.1,NA,1,NA,1,1,NA,NA,0.000249066,NA,14
